,name,sector,positives,negatives,votes,rating
1746,Gestamp,Auto Components,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",607,3.6
1747,Sasken,IT Services & Consulting,nan,"Promotions / Appraisal, Job Security, Work Satisfaction",606,3.6
1748,Central Reserve Police Force,Government,"Job Security, Salary & Benefits, Company Culture",nan,607,4.6
1749,Ongc Petro Additions,Petrochemicals,"Job Security, Work Life Balance, Work Satisfaction",nan,606,4.0
1750,IRB Infrastructure,Engineering & Construction,Work Life Balance,Promotions / Appraisal,606,3.9
1751,Sl Lumax,Auto Components,nan,"Work Life Balance, Promotions / Appraisal, Company Culture",606,3.4
1752,MothersonSumi INfotech & Designs,IT Services & Consulting,Job Security,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",605,3.4
1753,Wissen Technology,IT Services & Consulting,nan,Promotions / Appraisal,606,3.7
1754,Aster Dm Healthcare,Healthcare,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",605,3.7
1755,Becton Dickinson,Medical Equipment,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,605,4.0
1756,Sintex Industries,Industrial Machinery,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,605,3.9
1757,Hamilton Housewares,Consumer Electronics & Appliances,Work Life Balance,Promotions / Appraisal,604,3.9
1758,HDFC Asset Management Company,Financial Services,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,604,4.1
1759,Mavenir Systems,IT Services & Consulting,nan,"Promotions / Appraisal, Job Security, Company Culture",604,3.3
1760,SOLAR INDUSTRIES INDIA,Defence & Aerospace,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction",604,3.7
1761,Super Smelters,Iron & Steel,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",604,3.7
1762,Royal Caribbean International,Sports & Recreation,"Salary & Benefits, Company Culture, Skill Development / Learning",nan,602,4.2
1763,Fiem Industries,Auto Components,Salary & Benefits,"Job Security, Company Culture, Work Life Balance",602,3.6
1764,Cyfuture,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",602,3.0
1765,Carnival Cruise Lines,Sports & Recreation,"Company Culture, Work Life Balance, Work Satisfaction",nan,602,4.2
1766,Holiday Inn,Hospitality,"Job Security, Skill Development / Learning, Work Life Balance",nan,602,4.0
1767,Family Health Plan,Insurance,nan,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",601,3.7
1768,Polaris Consulting,IT Services & Consulting,"Job Security, Work Life Balance, Skill Development / Learning",nan,601,4.1
1769,ITC Limited Foods Division,Food Processing,Job Security,"Promotions / Appraisal, Salary & Benefits",601,3.9
1770,Dhani Services,Mumbai +79 other locations,nan,"Job Security, Promotions / Appraisal",602,3.7
1771,Finastra,Software Product,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Job Security",601,3.7
1772,InsuranceDekho,Internet,nan,"Promotions / Appraisal, Job Security, Work Life Balance",600,3.5
1773,Einfochips,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",600,3.5
1774,Medcode,IT Services & Consulting,"Skill Development / Learning, Company Culture, Work Satisfaction",nan,600,4.0
1775,BT E Serv,BPO,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,600,3.9
1776,Agrostar,Internet,"Company Culture, Skill Development / Learning",Job Security,600,4.0
1777,Vedanta Limited,Metals & Mining,Salary & Benefits,"Promotions / Appraisal, Company Culture, Work Life Balance",600,3.8
1778,Jain Irrigation Systems,Agriculture,Job Security,"Promotions / Appraisal, Salary & Benefits",599,3.8
1779,ShareChat,Internet,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction",599,3.6
1780,Columbia Asia,Healthcare,"Company Culture, Skill Development / Learning, Work Life Balance",nan,598,4.6
1781,Serum Institute of India,Biotechnology,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal,599,4.1
1782,Grab A Grub Services,Logistics,Work Life Balance,"Promotions / Appraisal, Job Security",597,3.9
1783,Sanghi Industries,Building Material,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",597,4.0
1784,Godrej Industries,Real Estate,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,597,4.1
1785,Renovision Automation Services,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",597,3.3
1786,Sapiens,Software Product,nan,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",597,3.1
1787,Royaloak Incorporation,Furniture & Furnishing,nan,"Job Security, Promotions / Appraisal, Company Culture",597,3.7
1788,Sudarshan Chemical Industries,Chemicals,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal,596,3.9
1789,BMC Software,Software Product,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security",596,4.0
1790,Cashify,Internet,Work Life Balance,"Job Security, Promotions / Appraisal",596,3.8
1791,Ugam Solution,IT Services & Consulting,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",595,3.6
1792,Schwing Stetter,Industrial Machinery,Job Security,Promotions / Appraisal,595,3.9
1793,Kirloskar Ferrous Industries,Iron & Steel,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",595,3.6
1794,Jubilant Agri and Consumer Products,Chemicals,"Salary & Benefits, Work Life Balance, Company Culture",Promotions / Appraisal,593,4.0
1795,Mrs Bector's Food Specialities,Food Processing,nan,"Promotions / Appraisal, Company Culture",594,3.9
1796,Finolex Industries,Building Material,nan,"Promotions / Appraisal, Skill Development / Learning, Company Culture",596,3.6
1797,Belstar Microfinance,NBFC,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,593,4.0
1798,VDA Infosolutions,IT Services & Consulting,Job Security,Promotions / Appraisal,591,3.8
1799,Jayaswal Neco Industries,Iron & Steel,"Job Security, Work Life Balance, Skill Development / Learning",nan,591,4.0
1800,Bridge & Roof Co,Engineering & Construction,nan,"Promotions / Appraisal, Company Culture, Work Life Balance",590,3.5
1801,Blackrock,Financial Services,nan,"Promotions / Appraisal, Work Satisfaction, Company Culture",591,3.5
1802,Blackberrys,Fashion & Textile,nan,"Job Security, Promotions / Appraisal",590,3.7
1803,Toyoda Gosei Minda,Auto Components,"Job Security, Work Life Balance, Company Culture",nan,590,4.2
1804,Action Tesa,Building Material,nan,"Promotions / Appraisal, Salary & Benefits",591,3.8
1805,Nspira Management Services,BPO,nan,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",589,3.6
1806,DealShare,Internet,nan,"Job Security, Promotions / Appraisal, Company Culture",589,3.6
1807,Hpl Electric & Power,Electrical Equipment,nan,"Promotions / Appraisal, Company Culture, Skill Development / Learning",589,3.7
1808,DHL Global Forwarding,Logistics,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,588,3.9
1809,CSG International,IT Services & Consulting,nan,"Promotions / Appraisal, Job Security, Skill Development / Learning",588,3.5
1810,IKEA,Retail,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,588,4.0
1811,Heidelberg Cement,Building Material,"Work Life Balance, Job Security, Company Culture",nan,587,4.1
1812,Myk Laticrete,Building Material,"Salary & Benefits, Skill Development / Learning",Promotions / Appraisal,586,3.9
1813,AVTEC,Auto Components,nan,"Promotions / Appraisal, Job Security, Salary & Benefits",586,3.5
1814,Kellogg,FMCG,"Company Culture, Work Life Balance, Job Security",nan,586,4.2
1815,Medley Pharmaceuticals,Pharma,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",586,3.9
1816,Vedang Cellular Services,Telecom,Salary & Benefits,"Job Security, Promotions / Appraisal",585,3.8
1817,Bharat Biotech International,Biotechnology,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",586,3.1
1818,Saudi Aramco,Oil & Gas,"Company Culture, Work Life Balance, Salary & Benefits",nan,585,4.5
1819,Excitel Broadband,Telecom,nan,"Promotions / Appraisal, Job Security, Company Culture",584,3.6
1820,United Colors of Benetton,Fashion & Textile,"Company Culture, Work Life Balance, Work Satisfaction",nan,584,4.3
1821,Excitel Broadband,Telecom,nan,"Promotions / Appraisal, Job Security, Company Culture",584,3.6
1822,Maxicus,BPO,"Company Culture, Work Life Balance, Job Security",nan,583,4.0
1823,Ofbusiness,Internet,nan,"Job Security, Company Culture, Work Life Balance",583,3.0
1824,Pathkind Diagnostics Private Limited,Healthcare,"Skill Development / Learning, Work Satisfaction, Salary & Benefits",nan,583,4.0
1825,Vadilal Industries,FMCG,"Job Security, Work Life Balance, Company Culture",nan,583,4.1
1826,Inspira Enterprise India Limited,IT Services & Consulting,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",582,3.6
1827,EaseMyTrip.com,Internet,"Work Life Balance, Work Satisfaction, Job Security",nan,583,4.0
1828,IDP Education Limited,Education & Training,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning",582,3.6
1829,Consulting Engineers Group,Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,581,4.1
1830,Coal India,Metals & Mining,"Job Security, Salary & Benefits, Work Life Balance",nan,581,4.0
1831,Anmol Industries,FMCG,nan,Promotions / Appraisal,581,3.9
1832,Affinity Express,Marketing & Advertising,nan,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",580,2.9
1833,SIS Prosegur Holdings,Law Enforcement & Security,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",581,3.4
1834,Motilal Oswal Wealth Management,Financial Services,"Skill Development / Learning, Company Culture, Work Satisfaction",nan,593,4.4
1835,BEML,Industrial Machinery,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",578,3.8
1836,Quest Retail Private Limited,Retail,"Work Life Balance, Job Security, Skill Development / Learning",nan,578,4.1
1837,EdgeVerve Systems,Software Product,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",578,3.3
1838,Hilton,Hospitality,"Skill Development / Learning, Company Culture, Work Life Balance",nan,578,4.1
1839,Jubilant Generics,Pharma,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security",577,3.9
1840,Micromax Informatics,Consumer Electronics & Appliances,Work Life Balance,"Promotions / Appraisal, Job Security",577,3.9
1841,APL Apollo Tubes,Iron & Steel,"Skill Development / Learning, Salary & Benefits, Company Culture",nan,577,4.0
1842,Efs Facilities Services,Facility Management Services,nan,"Promotions / Appraisal, Salary & Benefits",578,3.7
1843,Pamac Finserve,BPO,nan,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",576,3.2
1844,Sterling Oil Exploration & Energy Production,Oil & Gas,nan,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",577,3.5
1845,Hettich,Furniture & Furnishing,nan,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",576,3.6
1846,Eli Lilly and Company,Pharma,nan,"Promotions / Appraisal, Work Satisfaction, Company Culture",575,3.5
1847,PTC,Software Product,"Work Life Balance, Company Culture, Job Security",nan,575,4.2
1848,Varindera Constructions,Engineering & Construction,"Salary & Benefits, Company Culture, Work Satisfaction",nan,576,4.4
1849,Cvent,Software Product,nan,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",574,3.2
1850,Kiya.ai,IT Services & Consulting,nan,Promotions / Appraisal,574,3.8
1851,Wood Group,Engineering & Construction,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,574,3.8
1852,Jindal Poly Films,Packaging,nan,"Promotions / Appraisal, Job Security, Company Culture",573,3.6
1853,Ascent HR Technologies Private Limited,Software Product,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",573,3.6
1854,Gandhi Automations,Industrial Machinery,"Job Security, Salary & Benefits, Promotions / Appraisal",nan,573,4.0
1855,Infinity Learn,EdTech,"Salary & Benefits, Company Culture, Skill Development / Learning",nan,574,4.2
1856,Capital Numbers Infotech,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction",nan,572,4.2
1857,GAMMON INDIA,Engineering & Construction,nan,Promotions / Appraisal,572,3.7
1858,Accion Labs,IT Services & Consulting,nan,"Promotions / Appraisal, Job Security, Work Satisfaction",572,3.5
1859,Army Public School,Education & Training,"Skill Development / Learning, Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal",573,4.0
1860,GAMMON INDIA,Engineering & Construction,nan,Promotions / Appraisal,572,3.7
1861,AVEVA,Software Product,"Work Life Balance, Company Culture",Promotions / Appraisal,571,4.0
1862,Dr. Reddy's Foundation,Non-Profit,nan,Promotions / Appraisal,571,3.7
1863,Maharashtra State Electricity Distribution Company,Power,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,571,4.2
1864,Avaada Group,Power,"Job Security, Company Culture, Work Life Balance",nan,571,4.2
1865,NLC India Limited,Metals & Mining,"Work Life Balance, Job Security, Company Culture",nan,570,4.4
1866,AVIOM,NBFC,"Work Life Balance, Salary & Benefits, Company Culture",nan,570,4.0
1867,Lulu International Shopping Mall,Retail,Job Security,"Promotions / Appraisal, Salary & Benefits",572,3.7
1868,Orra Fine Jewellery,Jewellery,nan,"Company Culture, Work Satisfaction, Job Security",568,3.5
1869,BrightCHAMPS,EdTech,"Work Life Balance, Company Culture, Work Satisfaction",nan,576,4.1
1870,Colt Technology Services,Hardware & Networking,"Work Life Balance, Company Culture, Work Satisfaction",nan,569,4.2
1871,Fenesta Building Systems,Building Material,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,568,4.1
1872,Apitoria Pharma,Pharma,"Job Security, Work Life Balance, Company Culture",nan,568,4.2
1873,PureSoftware,Software Product,nan,"Job Security, Promotions / Appraisal, Skill Development / Learning",568,2.9
1874,PayU Payments,FinTech,nan,"Promotions / Appraisal, Job Security, Work Satisfaction",567,3.3
1875,Amway India Enterprises,Fitness & Wellness,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,567,4.1
1876,Aurionpro Solutions,Software Product,nan,"Promotions / Appraisal, Skill Development / Learning, Company Culture",567,3.5
1877,HBL Power Systems,Electrical Equipment,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",567,4.0
1878,WayCool Foods and Products,FMCG,nan,"Job Security, Promotions / Appraisal, Skill Development / Learning",567,3.4
1879,Crystal Crop Protection,Agro Chemicals,nan,Promotions / Appraisal,567,3.8
1880,TSYS|Total System Services,FinTech,"Work Life Balance, Company Culture, Salary & Benefits",nan,566,4.1
1881,Damco Solutions,IT Services & Consulting,nan,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",566,3.6
1882,Jaipur Rugs,Fashion & Textile,"Company Culture, Skill Development / Learning, Work Life Balance",nan,566,4.3
1883,Perficient,IT Services & Consulting,Work Life Balance,"Promotions / Appraisal, Job Security",566,3.7
1884,Country Delight,Food Processing,Salary & Benefits,"Promotions / Appraisal, Skill Development / Learning",565,3.8
1885,SoftAge Information Technology,IT Services & Consulting,nan,"Promotions / Appraisal, Job Security",564,3.6
